Year,Year2021Num,TherOrGeneral,PaperLanguage,LanguageOfCORE,OpenAccess,Empirical,AssessmentStructure,DataAvailable,EmbeddedInTherapy,WhichCOREInstruments,FormatOfMeasure,OtherMeasureNames,Countries,AgeGroups,GenderCategories,Author,DOI,URL,ref,shinyID,TitleExcel,OtherMeasureNamesLwr,inclYP,inclOP,cite,Foci
2013,2013,Treatment,English,"English, Norwegian",Y,Empirical,Multiple completions for other than therapy purposes,N,N,CORE-OM;,Paper and pencil;,NA,Norway,NA,Men;Women,"skre, ingunn; friborg, oddgeir; elgarøy, sigmund; evans, chris; myklebust, lars henrik; lillevoll, kjersti; sørgaard, knut; hansen, vidje",10.1186/1471-244X-13-99,<a href='http://bmcpsychiatry.biomedcentral.com/articles/10.1186/1471-244X-13-99' target='_blank' >http://bmcpsychiatry.biomedcentral.com/articles/10.1186/1471-244X-13-99</a>,"Skre, Ingunn, Friborg, Oddgeir ... Hansen, Vidje (2013) The factor structure and psychometric properties of the Clinical Outcomes in Routine Evaluation – Outcome Measure (CORE-OM) in Norwegian clinical and non-clinical samples. BMC Psychiatry 13:13(1):99",2013_038,the factor structure and psychometric properties of the clinical outcomes in routine evaluation-outcome measure (core-om) in norwegian clinical and non-clinical samples,NA,NA,NA,"Skre, Ingunn, Friborg, Oddgeir ... Hansen, Vidje (2013)",
2013,2013,Treatment,English,English,N,Empirical,Only once,N,N,CORE-OM;,Paper and pencil;,"Hospital Anxiety and Depression Scale (HADS),Measure Yourself Medical Outcome Profile (MYMOP)",UK,Any adults;,Women,"thompson, joanne; coleman, rob; colwell, brigitte; freeman, jenny; greenfield, diana; holmes, karen; mathers, nigel; reed, malcolm",10.1002/pon.3229,<a href='https://onlinelibrary.wiley.com/doi/10.1002/pon.3229' target='_blank' >https://onlinelibrary.wiley.com/doi/10.1002/pon.3229</a>,"Thompson, Joanne, Coleman, Rob ... Reed, Malcolm (2013) Levels of distress in breast cancer survivors approaching discharge from routine hospital follow-up. Psycho-Oncology 22:22(8):1866-1871",2013_039,levels of distress in breast cancer survivors approaching discharge from routine hospital follow-up,"hospital anxiety and depression scale (hads),measure yourself medical outcome profile (mymop)",N,N,"Thompson, Joanne, Coleman, Rob ... Reed, Malcolm (2013)",Anxiety; Depression; 
2013,2013,General population,English,English,N,Empirical,Only once,N,N,CORE-GP;,Electronic/automated instruments;,"Self-stigma of seeking psychological help (SSOSH),Self-stigma of Mental Illness (SSOMI),Beliefs about Devaluation-Discrimination (BDD),Social Stigma for Seeking Psychological Help (SSRPH),Self-Stigma of Depression Scale (SSD),Attitudes Toward Seeking Professional Psychological Help-Short Form (ATSPPH-SF),Intentions to Seek Counseling Inventory (ISCI)",USA,NA,Men;Women,"tucker, jeritt r.; hammer, joseph h.; vogel, david l.; bitman, rachel l.; wade, nathaniel g.; maier, emily j.",10.1037/a0033555,<a href='http://doi.apa.org/getdoi.cfm?doi=10.1037/a0033555' target='_blank' >http://doi.apa.org/getdoi.cfm?doi=10.1037/a0033555</a>,"Tucker, Jeritt R., Hammer, Joseph H. ... Maier, Emily J. (2013) Disentangling self-stigma: Are mental illness and help-seeking self-stigmas different?. Journal of Counseling Psychology 60:60(4):520-531",2013_040,disentangling self-stigma: are mental illness and help-seeking self-stigmas different?,"self-stigma of seeking psychological help (ssosh),self-stigma of mental illness (ssomi),beliefs about devaluation-discrimination (bdd),social stigma for seeking psychological help (ssrph),self-stigma of depression scale (ssd),attitudes toward seeking professional psychological help-short form (atspph-sf),intentions to seek counseling inventory (isci)",NA,NA,"Tucker, Jeritt R., Hammer, Joseph H. ... Maier, Emily J. (2013)",
2013,2013,Treatment,English,Lithuanian,N,Empirical,Multiple completions for other than therapy purposes,N,N,CORE-OM;,Paper and pencil;,NA,Lithuania,Any adults;,Men;Women,"viliū nienė, rima; evans, chris; hilbig, jan; pakalniškienė, vilmantė; danilevičiūtė, vita; laurinaitis, eugenijus; navickas, alvydas",10.3109/08039488.2012.745599,<a href='http://www.tandfonline.com/doi/full/10.3109/08039488.2012.745599' target='_blank' >http://www.tandfonline.com/doi/full/10.3109/08039488.2012.745599</a>,"Viliū nienė, Rima, Evans, Chris ... Navickas, Alvydas (2013) Translating the Clinical Outcomes in Routine Evaluation Outcome Measure (CORE-OM) into Lithuanian. Nordic Journal of Psychiatry 67:67(5):305-311",2013_041,translating the clinical outcomes in routine evaluation outcome measure (core-om) into lithuanian,NA,N,N,"Viliū nienė, Rima, Evans, Chris ... Navickas, Alvydas (2013)",
2013,2013,Treatment,English,English,N,Empirical,Pre-post and follow-up,Y,N,CORE-OM;,Unknown;,"Time Budget Measure (TBM),Mobility Inventory (MI),Centre for Epidemiological Studies-Depression Scale (CESD),Psychotic Symptom Rating Scales (PSYRATS)",UK,NA,Men;Women,"waller, h.; garety, p.a.; jolley, s.; fornells-ambrojo, m.; kuipers, e.; onwumere, j.; woodall, a.; emsley, r.; craig, t.",10.1016/j.jbtep.2012.07.013,<a href='https://linkinghub.elsevier.com/retrieve/pii/S0005791612000729' target='_blank' >https://linkinghub.elsevier.com/retrieve/pii/S0005791612000729</a>,"Waller, H., Garety, P.A. ... Craig, T. (2013) Low intensity cognitive behavioural therapy for psychosis: A pilot study. Journal of Behavior Therapy and Experimental Psychiatry 44:44(1):98-104",2013_042,low intensity cognitive behavioural therapy for psychosis: a pilot study,"time budget measure (tbm),mobility inventory (mi),centre for epidemiological studies-depression scale (cesd),psychotic symptom rating scales (psyrats)",NA,NA,"Waller, H., Garety, P.A. ... Craig, T. (2013)",Anxiety; DepressionPsychotic problems; 
2013,2013,Treatment,English,Swedish,N,Empirical,Pre-post,N,N,CORE-OM;,Paper and pencil;Electronic/automated instruments;,"Symptom Checklist-90 (SCL-90),Quality of Life Inventory (QOLI),Self-Rated Health (SRH)",Sweden,Any adults;,Men;Women,"werbart, andrzej; levin, lars; andersson, håkan; sandell, rolf",10.1037/a0031386,<a href='http://doi.apa.org/getdoi.cfm?doi=10.1037/a0031386' target='_blank' >http://doi.apa.org/getdoi.cfm?doi=10.1037/a0031386</a>,"Werbart, Andrzej, Levin, Lars ... Sandell, Rolf (2013) Everyday evidence: Outcomes of psychotherapies in Swedish public health services. Psychotherapy 50:50(1):119-130",2013_043,everyday evidence: outcomes of psychotherapies in swedish public health services,"symptom checklist-90 (scl-90),quality of life inventory (qoli),self-rated health (srh)",Y,N,"Werbart, Andrzej, Levin, Lars ... Sandell, Rolf (2013)",Anxiety; Depression; Personality
2014,2014,Treatment,English,NA,N,Empirical but did not use CORE,Not applicable,NA,NA,NA,NA,"Outcome uestionnaire (OQ-45),Symptom Checklist -90-Revised (SCL-90-R),Inventory of Interpersonal Problems-Circumplex version (IIP-C),Social Adjustment Rating Scale (SARS)",NA,NA,Not applicable,"amble, ingunn; gude, tore; stubdal, sven; oktedalen, tuva; skjorten, anne marie; andersen, bror just; solbakken, ole andré; brorson, hanne h.; arnevik, espen; lambert, michael j.; wampold, bruce e.",10.1080/10503307.2013.849016,<a href='http://www.tandfonline.com/doi/abs/10.1080/10503307.2013.849016' target='_blank' >http://www.tandfonline.com/doi/abs/10.1080/10503307.2013.849016</a>,"Amble, Ingunn, Gude, Tore ... Wampold, Bruce E. (2014) Psychometric properties of the Outcome Questionnaire-45.2: The Norwegian version in an international context. Psychotherapy Research 24:24(4):504-513",2014_001,psychometric properties of the outcome questionnaire-452: the norwegian version in an international context,"outcome uestionnaire (oq-45),symptom checklist -90-revised (scl-90-r),inventory of interpersonal problems-circumplex version (iip-c),social adjustment rating scale (sars)",NA,NA,"Amble, Ingunn, Gude, Tore ... Wampold, Bruce E. (2014)",
2014,2014,Treatment,English,NA,N,Non-empirical,Not applicable,NA,NA,NA,NA,NA,NA,NA,Not applicable,"barkham, michael",10.1080/14733145.2014.929414,<a href='http://doi.wiley.com/10.1080/14733145.2014.929414' target='_blank' >http://doi.wiley.com/10.1080/14733145.2014.929414</a>,"Barkham, Michael (2014) Practice-based research networks: Origins, overview, obstacles, and opportunities. Counselling and Psychotherapy Research 14:14(3):167-173",2014_002,"practice-based research networks: origins, overview, obstacles, and opportunities",NA,NA,NA,"Barkham, Michael (2014)",
2014,2014,Treatment,English,Slovak,N,Empirical,Pre-post,N,N,CORE-OM;,Unknown;,"Outcome Questionnaire-45 (OQ-45),Outcome Rating Scale (ORS),Symptom Checklist-10 Revised (SCL-10R)",Slovakia,Any adults;,Men;Women,"biescad, matus; timulak, ladislav",10.1080/13642537.2014.895772,<a href='http://www.tandfonline.com/doi/abs/10.1080/13642537.2014.895772' target='_blank' >http://www.tandfonline.com/doi/abs/10.1080/13642537.2014.895772</a>,"Biescad, Matus & Timulak, Ladislav (2014) Measuring psychotherapy outcomes in routine practice: Examining Slovak versions of three commonly used outcome instruments. European Journal of Psychotherapy & Counselling 16:16(2):140-162",2014_003,measuring psychotherapy outcomes in routine practice: examining slovak versions of three commonly used outcome instruments,"outcome questionnaire-45 (oq-45),outcome rating scale (ors),symptom checklist-10 revised (scl-10r)",N,N,"Biescad, Matus & Timulak, Ladislav (2014)",Anxiety; DepressionAddictions/substance abuse; 
2014,2014,Treatment,English,NA,N,Non-empirical,Not applicable,NA,NA,NA,NA,"EuroQol (EQ-5D),Hospital Anxiety and Depression Scale (HADS),Brief Psychiatric Rating Scale-Expanded (BPRS-E),Positive and Negative Syndrome Scale (PANSS)",NA,NA,Not applicable,"brazier, john; connell, janice; papaioannou, diana; mukuria, clara; mulhern, brendan; peasgood, tessa; lloyd jones, myfawnwy; paisley, suzy; o’cathain, alicia; barkham, michael; knapp, martin; byford, sarah; gilbody, simon; parry, glenys",10.3310/hta18340,<a href='https://www.journalslibrary.nihr.ac.uk/hta/hta18340/' target='_blank' >https://www.journalslibrary.nihr.ac.uk/hta/hta18340/</a>,"Brazier, John, Connell, Janice ... Parry, Glenys (2014) A systematic review, psychometric analysis and qualitative assessment of generic preference-based measures of health in mental health populations and the estimation of mapping functions from widely used specific measures. Health Technology Assessment 18:18(34):1-188",2014_004,"a systematic review, psychometric analysis and qualitative assessment of generic preference-based measures of health in mental health populations and the estimation of mapping functions from widely used specific measures","euroqol (eq-5d),hospital anxiety and depression scale (hads),brief psychiatric rating scale-expanded (bprs-e),positive and negative syndrome scale (panss)",NA,NA,"Brazier, John, Connell, Janice ... Parry, Glenys (2014)",
2014,2014,Treatment,English,NA,N,Empirical but did not use CORE,Not applicable,NA,NA,NA,NA,Questionnaire for Evaluation of Psychotherapy (QEP),NA,NA,Not applicable,"böhnke, jan r.; lutz, wolfgang",10.1177/1073191114529152,<a href='http://journals.sagepub.com/doi/10.1177/1073191114529152' target='_blank' >http://journals.sagepub.com/doi/10.1177/1073191114529152</a>,"Böhnke, Jan R. & Lutz, Wolfgang (2014) Using item and test information to optimize targeted assessments of psychological distress. Assessment 21:21(6):679-693",2014_005,using item and test information to optimize targeted assessments of psychological distress,questionnaire for evaluation of psychotherapy (qep),NA,NA,"Böhnke, Jan R. & Lutz, Wolfgang (2014)",
2014,2014,Treatment,English,NA,Y,Empirical but did not use CORE,Not applicable,NA,NA,NA,NA,"Patient Health Questionnaire (PHQ-9),Global Appraisal of Individual Needs-Short Screener (GAIN- SS)",NA,NA,Not applicable,"chan, ya-fen; huang, hsiang; bradley, katharine; unützer, jürgen",10.1016/j.jsat.2013.08.016,<a href='https://linkinghub.elsevier.com/retrieve/pii/S0740547213002043' target='_blank' >https://linkinghub.elsevier.com/retrieve/pii/S0740547213002043</a>,"Chan, Ya-Fen, Huang, Hsiang ... Unützer, Jürgen (2014) Referral for substance abuse treatment and depression improvement among patients with co-occurring disorders seeking behavioral health services in primary care. Journal of Substance Abuse Treatment 46:46(2):106-112",2014_006,referral for substance abuse treatment and depression improvement among patients with co-occurring disorders seeking behavioral health services in primary care,"patient health questionnaire (phq-9),global appraisal of individual needs-short screener (gain- ss)",NA,NA,"Chan, Ya-Fen, Huang, Hsiang ... Unützer, Jürgen (2014)",
2014,2014,Treatment,English,English,N,Empirical,Session-by-session,N,N,YP-CORE;,Unknown;,NA,UK,Adolescents;,Men;Women,"cooper, mick; mcginnis, susan; carrick, lorna",10.1080/14733145.2014.929415,<a href='http://doi.wiley.com/10.1080/14733145.2014.929415' target='_blank' >http://doi.wiley.com/10.1080/14733145.2014.929415</a>,"Cooper, Mick, Mcginnis, Susan ... Carrick, Lorna (2014) School-based humanistic counselling for psychological distress in young people: A practice research network to address the attrition problem. Counselling and Psychotherapy Research 14:14(3):201-211",2014_007,school-based humanistic counselling for psychological distress in young people: a practice research network to address the attrition problem,NA,Y,N,"Cooper, Mick, Mcginnis, Susan ... Carrick, Lorna (2014)",
2014,2014,Treatment,English,English,Y,Empirical,Only once,N,N,CORE-OM;,Paper and pencil;,"Basic Emotions Scale (BES),Regulation of Emotions Questionnaire (REQ),PTSD Checklist-Civilian Version (PCL-C)",UK,NA,Men;Women,"coyle, eimear; karatzias, thanos; summers, andy; power, mick",10.3402/ejpt.v5.23306,<a href='https://www.tandfonline.com/doi/full/10.3402/ejpt.v5.23306' target='_blank' >https://www.tandfonline.com/doi/full/10.3402/ejpt.v5.23306</a>,"Coyle, Eimear, Karatzias, Thanos ... Power, Mick (2014) Emotions and emotion regulation in survivors of childhood sexual abuse: The importance of “disgust” in traumatic stress and psychopathology. European Journal of Psychotraumatology 5:5(1):23306",2014_008,emotions and emotion regulation in survivors of childhood sexual abuse: the importance of “disgust” in traumatic stress and psychopathology,"basic emotions scale (bes),regulation of emotions questionnaire (req),ptsd checklist-civilian version (pcl-c)",NA,NA,"Coyle, Eimear, Karatzias, Thanos ... Power, Mick (2014)",Trauma/abuse
2014,2014,Treatment,English,NA,N,Empirical but did not use CORE,Not applicable,NA,NA,NA,NA,Outcome Questionnaire-45 (OQ-45),NA,NA,Not applicable,"de jong, kim; timman, reinier; hakkaart-van roijen, leona; vermeulen, pascal; kooiman, kees; passchier, jan; busschbach, jan van",10.1080/10503307.2013.871079,<a href='http://www.tandfonline.com/doi/abs/10.1080/10503307.2013.871079' target='_blank' >http://www.tandfonline.com/doi/abs/10.1080/10503307.2013.871079</a>,"De Jong, Kim, Timman, Reinier ... Busschbach, Jan Van (2014) The effect of outcome monitoring feedback to clinicians and patients in short and long-term psychotherapy: A randomized controlled trial. Psychotherapy Research 24:24(6):629-639",2014_009,the effect of outcome monitoring feedback to clinicians and patients in short and long-term psychotherapy: a randomized controlled trial,outcome questionnaire-45 (oq-45),NA,NA,"De Jong, Kim, Timman, Reinier ... Busschbach, Jan Van (2014)",
2014,2014,Treatment,English,English,Y,Empirical,Only once,N,N,CORE-OM;,Paper and pencil;,"Patient Health Questionnaire (PHQ-9),Generalized Anxienty Disorder (GAD-7),Index of Multiple Deprivation (IMD)",UK,NA,Men;Women,"di bona, laura; saxon, david; barkham, michael; dent-brown, kim; parry, glenys",10.1016/j.jad.2014.08.005,<a href='https://linkinghub.elsevier.com/retrieve/pii/S0165032714004819' target='_blank' >https://linkinghub.elsevier.com/retrieve/pii/S0165032714004819</a>,"Di Bona, Laura, Saxon, David ... Parry, Glenys (2014) Predictors of patient non-attendance at improving access to psychological therapy services demonstration sites. Journal of Affective Disorders 169:157-164",2014_010,predictors of patient non-attendance at improving access to psychological therapy services demonstration sites,"patient health questionnaire (phq-9),generalized anxienty disorder (gad-7),index of multiple deprivation (imd)",Y,NA,"Di Bona, Laura, Saxon, David ... Parry, Glenys (2014)",Personality
